,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,0,0.0,7.333333333333333,5,0,3,6
1,0,0.0,7.333333333333333,5,0,3,7
2,0,0.0,8.4,6,0,2,9
3,0,0.0,7.333333333333333,5,0,3,8
4,0,0.0,7.333333333333333,5,0,3,6
5,0,0.0,7.333333333333333,5,0,3,8
6,0,0.0,8.4,6,0,2,9
7,0,0.0,5.2,3,0,5,5
8,0,0.0,8.4,6,0,2,9
9,0,0.0,8.4,6,0,2,9
10,0,0.0,7.333333333333333,5,0,3,7
11,0,0.0,9.466666666666667,7,0,1,10
12,0,0.0,9.466666666666667,7,0,1,10
13,0,0.0,6.266666666666667,4,0,4,7
14,0,0.0,6.266666666666667,4,0,4,7
15,0,0.0,7.333333333333333,5,0,3,8
16,0,0.0,7.333333333333333,5,0,3,7
17,0,0.0,5.2,3,0,5,5
18,0,0.0,9.466666666666667,7,0,1,10
19,0,0.0,7.333333333333333,5,0,3,8
20,0,0.0,7.333333333333333,5,0,3,7
21,0,0.0,8.4,6,0,2,9
22,0,0.0,7.333333333333333,5,0,3,8
23,0,0.0,6.266666666666667,4,0,4,5
24,0,0.0,5.2,3,0,5,5
25,0,0.0,5.2,3,0,5,6
26,0,0.0,9.466666666666667,7,0,1,10
27,0,0.0,7.333333333333333,5,0,3,6
28,0,0.0,7.333333333333333,5,0,3,7
29,0,0.0,6.266666666666667,4,0,4,7
30,0,0.0,9.466666666666667,7,0,1,10
31,0,0.0,5.2,3,0,5,5
32,0,0.0,8.4,6,0,2,9
33,0,0.0,7.333333333333333,5,0,3,8
34,0,0.0,6.266666666666667,4,0,4,6
35,0,0.0,8.4,6,0,2,9
36,0,0.0,5.2,3,0,5,4
37,0,0.0,8.4,6,0,2,9
38,0,0.0,7.333333333333333,5,0,3,7
39,0,0.0,8.4,6,0,2,7
40,0,0.0,5.2,3,0,5,5
41,0,0.0,7.333333333333333,5,0,3,8
42,0,0.0,9.466666666666667,7,0,1,10
43,0,0.0,7.333333333333333,5,0,3,8
44,0,0.0,7.333333333333333,5,0,3,7
45,0,0.0,6.266666666666667,4,0,4,6
46,0,0.0,9.466666666666667,7,0,1,10
47,0,0.0,3.0666666666666664,1,0,7,4
48,0,0.0,7.333333333333333,5,0,3,8
49,0,0.0,8.4,6,0,2,8
50,0,0.0,7.333333333333333,5,0,3,8
51,0,0.0,9.466666666666667,7,0,1,10
52,0,0.0,5.2,3,0,5,5
53,0,0.0,5.2,3,0,5,5
54,0,0.0,4.133333333333333,2,0,6,4
55,0,0.0,8.4,6,0,2,9
56,0,0.0,8.4,6,0,2,8
57,0,0.0,8.4,6,0,2,9
58,0,0.0,5.2,3,0,5,6
59,0,0.0,7.333333333333333,5,0,3,5
60,0,0.0,8.4,6,0,2,8
61,0,0.0,6.266666666666667,4,0,4,6
62,0,0.0,6.266666666666667,4,0,4,6
63,0,0.0,6.266666666666667,4,0,4,5
64,0,0.0,8.4,6,0,2,9
65,0,0.0,7.333333333333333,5,0,3,7
66,0,0.0,5.2,3,0,5,5
67,0,0.0,5.2,3,0,5,6
68,0,0.0,6.266666666666667,4,0,4,7
69,0,0.0,5.2,3,0,5,5
70,0,0.0,9.466666666666667,7,0,1,10
71,0,0.0,7.333333333333333,5,0,3,7
72,0,0.0,8.4,6,0,2,9
73,0,0.0,7.333333333333333,5,0,3,8
74,0,0.0,5.2,3,0,5,5
75,0,0.0,5.2,3,0,5,5
76,0,0.0,7.333333333333333,5,0,3,8
77,0,0.0,5.2,3,0,5,5
78,0,0.0,8.4,6,0,2,8
79,0,0.0,5.2,3,0,5,6
80,0,0.0,7.333333333333333,5,0,3,6
81,0,0.0,5.2,3,0,5,5
82,0,0.0,6.266666666666667,4,0,4,6
83,0,0.0,7.333333333333333,5,0,3,8
84,0,0.0,7.333333333333333,5,0,3,8
85,0,0.0,9.466666666666667,7,0,1,10
86,0,0.0,3.0666666666666664,1,0,7,4
87,0,0.0,8.4,6,0,2,8
88,0,0.0,8.4,6,0,2,9
89,0,0.0,7.333333333333333,5,0,3,7
90,0,0.0,6.266666666666667,4,0,4,7
91,0,0.0,8.4,6,0,2,9
92,0,0.0,8.4,6,0,2,9
93,0,0.0,5.2,3,0,5,5
94,0,0.0,5.2,3,0,5,6
95,0,0.0,6.266666666666667,4,0,4,6
96,0,0.0,6.266666666666667,4,0,4,5
97,0,0.0,9.466666666666667,7,0,1,10
98,0,0.0,8.4,6,0,2,9
99,0,0.0,4.133333333333333,2,0,6,4
