,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,0,0.0,116.0,90,0,908,6
1,0,0.0,121.06666666666666,94,0,904,5
2,0,0.0,121.06666666666666,94,0,904,5
3,0,0.0,123.6,96,0,902,5
4,0,0.0,117.26666666666667,91,0,907,5
5,0,0.0,123.6,96,0,902,6
6,0,0.0,105.86666666666666,82,0,916,6
7,7,0.007,117.26666666666667,91,4,906,5
8,0,0.0,121.06666666666666,94,0,904,6
9,0,0.0,114.73333333333333,89,0,909,6
10,0,0.0,113.46666666666667,88,0,910,6
11,0,0.0,108.39999999999999,84,0,914,6
12,0,0.0,116.0,90,0,908,6
13,0,0.0,116.0,90,0,908,6
14,0,0.0,123.6,96,0,902,5
15,0,0.0,116.0,90,0,908,5
16,0,0.0,107.13333333333333,83,0,915,6
17,0,0.0,112.19999999999999,87,0,911,6
18,0,0.0,121.06666666666666,94,0,904,5
19,0,0.0,117.26666666666667,91,0,907,6
20,7,0.007,113.46666666666667,88,4,909,6
21,0,0.0,102.06666666666666,79,0,919,6
22,0,0.0,113.46666666666667,88,0,910,6
23,7,0.007,121.06666666666666,94,4,903,5
24,0,0.0,118.53333333333333,92,0,906,6
25,0,0.0,118.53333333333333,92,0,906,5
26,0,0.0,116.0,90,0,908,6
27,0,0.0,113.46666666666667,88,0,910,5
28,0,0.0,121.06666666666666,94,0,904,6
29,0,0.0,121.06666666666666,94,0,904,5
30,0,0.0,116.0,90,0,908,6
31,0,0.0,113.46666666666667,88,0,910,6
32,7,0.007,110.93333333333332,86,4,911,5
33,0,0.0,118.53333333333333,92,0,906,5
34,0,0.0,123.6,96,0,902,6
35,0,0.0,123.6,96,0,902,5
36,0,0.0,108.39999999999999,84,0,914,6
37,0,0.0,118.53333333333333,92,0,906,6
38,0,0.0,113.46666666666667,88,0,910,5
39,0,0.0,123.6,96,0,902,6
40,12,0.012,122.33333333333333,95,8,901,6
41,0,0.0,116.0,90,0,908,5
42,0,0.0,121.06666666666666,94,0,904,6
43,0,0.0,113.46666666666667,88,0,910,5
44,0,0.0,107.13333333333333,83,0,915,6
45,0,0.0,126.13333333333333,98,0,900,6
46,7,0.007,113.46666666666667,88,4,909,5
47,0,0.0,121.06666666666666,94,0,904,6
48,0,0.0,116.0,90,0,908,6
49,0,0.0,113.46666666666667,88,0,910,6
50,0,0.0,117.26666666666667,91,0,907,6
51,0,0.0,118.53333333333333,92,0,906,5
52,0,0.0,116.0,90,0,908,5
53,0,0.0,121.06666666666666,94,0,904,6
54,0,0.0,126.13333333333333,98,0,900,6
55,0,0.0,116.0,90,0,908,6
56,0,0.0,117.26666666666667,91,0,907,6
57,0,0.0,126.13333333333333,98,0,900,6
58,9,0.009,114.73333333333333,89,6,908,6
59,0,0.0,123.6,96,0,902,6
60,0,0.0,123.6,96,0,902,6
61,0,0.0,122.33333333333333,95,0,903,6
62,0,0.0,108.39999999999999,84,0,914,5
63,0,0.0,105.86666666666666,82,0,916,6
64,0,0.0,122.33333333333333,95,0,903,6
65,0,0.0,123.6,96,0,902,6
66,12,0.012,113.46666666666667,88,8,908,5
67,0,0.0,117.26666666666667,91,0,907,5
68,0,0.0,117.26666666666667,91,0,907,5
69,0,0.0,113.46666666666667,88,0,910,6
70,0,0.0,119.8,93,0,905,5
71,0,0.0,124.86666666666666,97,0,901,5
72,0,0.0,117.26666666666667,91,0,907,6
73,0,0.0,123.6,96,0,902,6
74,0,0.0,123.6,96,0,902,6
75,0,0.0,105.86666666666666,82,0,916,6
76,7,0.007,124.86666666666666,97,4,900,6
77,0,0.0,121.06666666666666,94,0,904,5
78,0,0.0,112.19999999999999,87,0,911,6
79,0,0.0,123.6,96,0,902,5
80,0,0.0,113.46666666666667,88,0,910,5
81,0,0.0,116.0,90,0,908,6
82,0,0.0,110.93333333333332,86,0,912,6
83,0,0.0,114.73333333333333,89,0,909,6
84,0,0.0,112.19999999999999,87,0,911,6
85,0,0.0,121.06666666666666,94,0,904,5
86,0,0.0,113.46666666666667,88,0,910,6
87,0,0.0,114.73333333333333,89,0,909,6
88,0,0.0,116.0,90,0,908,5
89,0,0.0,121.06666666666666,94,0,904,6
90,0,0.0,118.53333333333333,92,0,906,6
91,0,0.0,118.53333333333333,92,0,906,5
92,0,0.0,118.53333333333333,92,0,906,6
93,0,0.0,123.6,96,0,902,6
94,0,0.0,108.39999999999999,84,0,914,5
95,0,0.0,123.6,96,0,902,6
96,7,0.007,121.06666666666666,94,4,903,5
97,7,0.007,121.06666666666666,94,4,903,6
98,0,0.0,116.0,90,0,908,6
99,0,0.0,118.53333333333333,92,0,906,5
