,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,43,0.43,77.23333333333333,61,36,32,6
1,39,0.39,74.76666666666667,59,34,36,7
2,42,0.42,77.23333333333333,61,36,33,7
3,50,0.5,79.7,63,44,31,7
4,52,0.52,85.86666666666667,68,46,26,7
5,56,0.56,88.33333333333334,70,47,21,6
6,38,0.38,73.53333333333333,58,32,36,7
7,54,0.54,80.93333333333334,64,47,29,7
8,18,0.18,69.83333333333334,55,14,41,7
9,23,0.23,64.9,51,18,44,7
10,43,0.43,73.53333333333333,58,36,35,7
11,46,0.46,78.46666666666667,62,39,31,7
12,41,0.41,72.3,57,35,37,7
13,37,0.37,73.53333333333333,58,31,36,6
14,56,0.56,82.16666666666667,65,47,26,7
15,42,0.42,77.23333333333333,61,37,34,7
16,32,0.32,72.3,57,26,37,7
17,30,0.3,63.66666666666667,50,24,44,7
18,31,0.31,73.53333333333333,58,26,37,7
19,36,0.36,73.53333333333333,58,31,37,7
20,43,0.43,78.46666666666667,62,37,32,7
21,34,0.34,71.06666666666666,56,28,38,7
22,41,0.41,78.46666666666667,62,34,31,7
23,46,0.46,78.46666666666667,62,39,31,7
24,54,0.54,87.10000000000001,69,48,25,6
25,45,0.45,74.76666666666667,59,40,36,7
26,41,0.41,74.76666666666667,59,36,36,7
27,49,0.49,83.4,66,43,28,7
28,46,0.46,78.46666666666667,62,39,31,6
29,49,0.49,80.93333333333334,64,42,29,7
30,37,0.37,77.23333333333333,61,31,33,7
31,49,0.49,82.16666666666667,65,44,30,7
32,44,0.44,77.23333333333333,61,37,32,7
33,44,0.44,79.7,63,38,31,7
34,38,0.38,80.93333333333334,64,33,31,7
35,44,0.44,72.3,57,36,35,7
36,56,0.56,79.7,63,50,31,7
37,64,0.64,85.86666666666667,68,55,23,7
38,21,0.21,62.43333333333334,49,16,46,7
39,39,0.39,74.76666666666667,59,35,37,7
40,57,0.57,82.16666666666667,65,49,27,7
41,47,0.47,85.86666666666667,68,42,27,7
42,32,0.32,73.53333333333333,58,26,36,7
43,38,0.38,72.3,57,31,36,6
44,40,0.4,72.3,57,33,36,7
45,42,0.42,83.4,66,36,28,7
46,42,0.42,77.23333333333333,61,36,33,7
47,31,0.31,73.53333333333333,58,26,37,7
48,25,0.25,68.60000000000001,54,21,42,7
49,55,0.55,80.93333333333334,64,47,28,7
50,59,0.59,88.33333333333334,70,52,23,7
51,41,0.41,73.53333333333333,58,34,35,7
52,50,0.5,77.23333333333333,61,43,32,7
53,66,0.66,87.10000000000001,69,61,26,5
54,41,0.41,79.7,63,35,31,7
55,35,0.35,78.46666666666667,62,29,32,7
56,50,0.5,71.06666666666666,56,42,36,6
57,63,0.63,85.86666666666667,68,55,24,7
58,43,0.43,79.7,63,37,31,7
59,11,0.11,64.9,51,8,46,7
60,56,0.56,87.10000000000001,69,50,25,7
61,43,0.43,66.13333333333334,52,36,41,7
62,27,0.27,72.3,57,22,38,7
63,24,0.24,61.2,48,19,47,7
64,25,0.25,64.9,51,20,44,7
65,55,0.55,85.86666666666667,68,49,26,7
66,21,0.21,64.9,51,16,44,6
67,40,0.4,77.23333333333333,61,36,35,7
68,27,0.27,64.9,51,23,45,7
69,17,0.17,66.13333333333334,52,13,44,6
70,46,0.46,69.83333333333334,55,39,38,6
71,32,0.32,71.06666666666666,56,26,38,6
72,32,0.32,77.23333333333333,61,26,33,7
73,55,0.55,84.63333333333334,67,47,25,7
74,45,0.45,71.06666666666666,56,39,38,7
75,21,0.21,62.43333333333334,49,17,47,6
76,32,0.32,66.13333333333334,52,27,43,7
77,54,0.54,84.63333333333334,67,47,26,6
78,34,0.34,74.76666666666667,59,29,36,7
79,24,0.24,61.2,48,19,47,7
80,41,0.41,69.83333333333334,55,35,39,7
81,48,0.48,85.86666666666667,68,41,25,7
82,47,0.47,78.46666666666667,62,41,32,6
83,48,0.48,78.46666666666667,62,42,32,6
84,33,0.33,80.93333333333334,64,27,30,7
85,54,0.54,84.63333333333334,67,48,27,7
86,37,0.37,69.83333333333334,55,31,39,7
87,39,0.39,74.76666666666667,59,34,36,7
88,46,0.46,78.46666666666667,62,39,31,6
89,53,0.53,87.10000000000001,69,48,26,7
90,47,0.47,74.76666666666667,59,40,34,6
91,31,0.31,68.60000000000001,54,26,41,7
92,21,0.21,63.66666666666667,50,18,47,6
93,39,0.39,73.53333333333333,58,33,36,7
94,34,0.34,76.0,60,28,34,7
95,42,0.42,78.46666666666667,62,36,32,7
96,41,0.41,72.3,57,35,37,7
97,34,0.34,79.7,63,28,31,7
98,53,0.53,83.4,66,45,26,7
99,44,0.44,74.76666666666667,59,37,34,7
