,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,0,0.0,182.26666666666665,169,0,329,10
1,0,0.0,183.33333333333334,170,0,328,10
2,0,0.0,171.6,159,0,339,10
3,0,0.0,172.66666666666666,160,0,338,10
4,0,0.0,175.86666666666667,163,0,335,10
5,0,0.0,182.26666666666665,169,0,329,8
6,0,0.0,165.2,153,0,345,8
7,0,0.0,179.06666666666666,166,0,332,14
8,0,0.0,174.8,162,0,336,9
9,0,0.0,173.73333333333332,161,0,337,8
10,0,0.0,171.6,159,0,339,13
11,0,0.0,189.73333333333332,176,0,322,9
12,0,0.0,172.66666666666666,160,0,338,11
13,0,0.0,167.33333333333334,155,0,343,8
14,0,0.0,173.73333333333332,161,0,337,9
15,0,0.0,182.26666666666665,169,0,329,10
16,0,0.0,182.26666666666665,169,0,329,10
17,0,0.0,198.26666666666665,184,0,314,13
18,0,0.0,189.73333333333332,176,0,322,8
19,0,0.0,182.26666666666665,169,0,329,9
20,0,0.0,173.73333333333332,161,0,337,12
21,0,0.0,192.93333333333334,179,0,319,9
22,0,0.0,170.53333333333333,158,0,340,10
23,0,0.0,160.93333333333334,149,0,349,9
24,0,0.0,179.06666666666666,166,0,332,7
25,0,0.0,181.2,168,0,330,9
26,0,0.0,186.53333333333333,173,0,325,8
27,0,0.0,176.93333333333334,164,0,334,9
28,0,0.0,172.66666666666666,160,0,338,9
29,0,0.0,162.0,150,0,348,14
30,0,0.0,183.33333333333334,170,0,328,9
31,0,0.0,174.8,162,0,336,12
32,0,0.0,180.13333333333333,167,0,331,10
33,0,0.0,179.06666666666666,166,0,332,8
34,0,0.0,186.53333333333333,173,0,325,10
35,0,0.0,171.6,159,0,339,10
36,0,0.0,185.46666666666667,172,0,326,11
37,0,0.0,190.8,177,0,321,9
38,0,0.0,186.53333333333333,173,0,325,10
39,0,0.0,171.6,159,0,339,10
40,0,0.0,175.86666666666667,163,0,335,11
41,0,0.0,189.73333333333332,176,0,322,11
42,0,0.0,165.2,153,0,345,9
43,0,0.0,182.26666666666665,169,0,329,9
44,0,0.0,175.86666666666667,163,0,335,10
45,0,0.0,186.53333333333333,173,0,325,9
46,0,0.0,181.2,168,0,330,10
47,0,0.0,183.33333333333334,170,0,328,9
48,0,0.0,172.66666666666666,160,0,338,16
49,0,0.0,171.6,159,0,339,13
50,0,0.0,179.06666666666666,166,0,332,9
51,0,0.0,174.8,162,0,336,9
52,0,0.0,181.2,168,0,330,8
53,0,0.0,167.33333333333334,155,0,343,9
54,0,0.0,171.6,159,0,339,9
55,0,0.0,187.6,174,0,324,9
56,0,0.0,182.26666666666665,169,0,329,9
57,0,0.0,173.73333333333332,161,0,337,8
58,0,0.0,190.8,177,0,321,10
59,0,0.0,180.13333333333333,167,0,331,11
60,0,0.0,187.6,174,0,324,12
61,0,0.0,180.13333333333333,167,0,331,8
62,0,0.0,182.26666666666665,169,0,329,9
63,0,0.0,190.8,177,0,321,10
64,0,0.0,188.66666666666666,175,0,323,11
65,0,0.0,190.8,177,0,321,9
66,0,0.0,175.86666666666667,163,0,335,8
67,0,0.0,167.33333333333334,155,0,343,11
68,0,0.0,186.53333333333333,173,0,325,9
69,0,0.0,186.53333333333333,173,0,325,11
70,0,0.0,175.86666666666667,163,0,335,11
71,0,0.0,171.6,159,0,339,10
72,0,0.0,169.46666666666667,157,0,341,9
73,0,0.0,186.53333333333333,173,0,325,10
74,0,0.0,184.4,171,0,327,10
75,0,0.0,182.26666666666665,169,0,329,13
76,0,0.0,185.46666666666667,172,0,326,10
77,0,0.0,180.13333333333333,167,0,331,10
78,0,0.0,168.4,156,0,342,10
79,0,0.0,201.46666666666667,187,0,311,10
80,0,0.0,174.8,162,0,336,8
81,0,0.0,172.66666666666666,160,0,338,8
82,0,0.0,187.6,174,0,324,11
83,0,0.0,174.8,162,0,336,9
84,0,0.0,176.93333333333334,164,0,334,10
85,0,0.0,186.53333333333333,173,0,325,8
86,0,0.0,176.93333333333334,164,0,334,8
87,0,0.0,179.06666666666666,166,0,332,13
88,0,0.0,183.33333333333334,170,0,328,9
89,0,0.0,176.93333333333334,164,0,334,9
90,0,0.0,174.8,162,0,336,10
91,0,0.0,181.2,168,0,330,8
92,0,0.0,174.8,162,0,336,11
93,0,0.0,191.86666666666667,178,0,320,10
94,0,0.0,169.46666666666667,157,0,341,8
95,0,0.0,195.06666666666666,181,0,317,10
96,0,0.0,185.46666666666667,172,0,326,11
97,0,0.0,168.4,156,0,342,9
98,0,0.0,170.53333333333333,158,0,340,10
99,0,0.0,196.13333333333333,182,0,316,17
