,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,8,0.8,8.666666666666666,5,5,2,3
1,6,0.6,6.0,3,3,4,3
2,7,0.7,8.666666666666666,5,4,2,4
3,0,0.0,7.333333333333333,4,0,4,5
4,7,0.7,8.666666666666666,5,4,2,4
5,0,0.0,6.0,3,0,5,5
6,0,0.0,3.333333333333333,1,0,7,4
7,0,0.0,6.0,3,0,5,4
8,0,0.0,2.0,0,0,8,3
9,7,0.7,7.333333333333333,4,4,3,3
10,0,0.0,3.333333333333333,1,0,7,4
11,0,0.0,6.0,3,0,5,4
12,7,0.7,8.666666666666666,5,4,2,4
13,0,0.0,4.666666666666666,2,0,6,4
14,6,0.6,6.0,3,3,4,3
15,0,0.0,6.0,3,0,5,4
16,6,0.6,7.333333333333333,4,3,3,4
17,0,0.0,6.0,3,0,5,4
18,0,0.0,4.666666666666666,2,0,6,5
19,0,0.0,4.666666666666666,2,0,6,5
20,0,0.0,7.333333333333333,4,0,4,5
21,0,0.0,3.333333333333333,1,0,7,4
22,0,0.0,4.666666666666666,2,0,6,5
23,0,0.0,6.0,3,0,5,5
24,7,0.7,7.333333333333333,4,4,3,3
25,0,0.0,6.0,3,0,5,5
26,0,0.0,6.0,3,0,5,5
27,0,0.0,6.0,3,0,5,4
28,0,0.0,3.333333333333333,1,0,7,4
29,0,0.0,3.333333333333333,1,0,7,4
30,0,0.0,6.0,3,0,5,5
31,0,0.0,6.0,3,0,5,4
32,0,0.0,6.0,3,0,5,5
33,0,0.0,3.333333333333333,1,0,7,4
34,0,0.0,3.333333333333333,1,0,7,4
35,0,0.0,3.333333333333333,1,0,7,4
36,6,0.6,6.0,3,3,4,3
37,6,0.6,6.0,3,3,4,3
38,8,0.8,8.666666666666666,5,5,2,3
39,0,0.0,3.333333333333333,1,0,7,4
40,0,0.0,6.0,3,0,5,5
41,0,0.0,3.333333333333333,1,0,7,4
42,6,0.6,6.0,3,3,4,3
43,0,0.0,8.666666666666666,5,0,3,5
44,8,0.8,8.666666666666666,5,5,2,3
45,6,0.6,7.333333333333333,4,3,3,4
46,0,0.0,6.0,3,0,5,5
47,0,0.0,6.0,3,0,5,5
48,0,0.0,3.333333333333333,1,0,7,4
49,0,0.0,6.0,3,0,5,5
50,0,0.0,4.666666666666666,2,0,6,5
51,6,0.6,7.333333333333333,4,3,3,4
52,7,0.7,7.333333333333333,4,4,3,3
53,0,0.0,8.666666666666666,5,0,3,5
54,0,0.0,6.0,3,0,5,4
55,7,0.7,7.333333333333333,4,4,3,3
56,6,0.6,8.666666666666666,5,3,2,5
57,0,0.0,3.333333333333333,1,0,7,4
58,6,0.6,6.0,3,3,4,3
59,0,0.0,6.0,3,0,5,4
60,0,0.0,6.0,3,0,5,5
61,6,0.6,6.0,3,3,4,3
62,0,0.0,3.333333333333333,1,0,7,4
63,6,0.6,6.0,3,3,4,3
64,0,0.0,4.666666666666666,2,0,6,5
65,6,0.6,6.0,3,3,4,3
66,0,0.0,4.666666666666666,2,0,6,4
67,0,0.0,3.333333333333333,1,0,7,4
68,0,0.0,6.0,3,0,5,5
69,0,0.0,6.0,3,0,5,5
70,0,0.0,6.0,3,0,5,4
71,8,0.8,8.666666666666666,5,5,2,3
72,6,0.6,6.0,3,3,4,3
73,0,0.0,6.0,3,0,5,5
74,0,0.0,3.333333333333333,1,0,7,4
75,0,0.0,6.0,3,0,5,5
76,0,0.0,6.0,3,0,5,4
77,0,0.0,6.0,3,0,5,5
78,0,0.0,3.333333333333333,1,0,7,4
79,6,0.6,6.0,3,3,4,3
80,0,0.0,6.0,3,0,5,5
81,6,0.6,6.0,3,3,4,3
82,0,0.0,6.0,3,0,5,5
83,0,0.0,6.0,3,0,5,5
84,6,0.6,6.0,3,3,4,3
85,7,0.7,7.333333333333333,4,4,3,3
86,0,0.0,6.0,3,0,5,5
87,0,0.0,6.0,3,0,5,5
88,0,0.0,6.0,3,0,5,5
89,0,0.0,6.0,3,0,5,5
90,7,0.7,7.333333333333333,4,4,3,3
91,6,0.6,7.333333333333333,4,3,3,4
92,6,0.6,8.666666666666666,5,3,2,5
93,0,0.0,6.0,3,0,5,5
94,8,0.8,8.666666666666666,5,5,2,3
95,0,0.0,3.333333333333333,1,0,7,4
96,0,0.0,6.0,3,0,5,5
97,0,0.0,6.0,3,0,5,4
98,0,0.0,3.333333333333333,1,0,7,4
99,0,0.0,3.333333333333333,1,0,7,4
