,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,0,0.0,72.26666666666668,68,0,30,17
1,0,0.0,80.53333333333335,76,0,22,25
2,0,0.0,68.13333333333334,64,0,34,19
3,0,0.0,65.03333333333333,61,0,37,14
4,0,0.0,65.03333333333333,61,0,37,32
5,0,0.0,70.2,66,0,32,16
6,0,0.0,68.13333333333334,64,0,34,20
7,0,0.0,68.13333333333334,64,0,34,30
8,0,0.0,69.16666666666667,65,0,33,30
9,0,0.0,69.16666666666667,65,0,33,13
10,0,0.0,74.33333333333334,70,0,28,21
11,0,0.0,62.966666666666676,59,0,39,22
12,0,0.0,62.966666666666676,59,0,39,14
13,0,0.0,62.966666666666676,59,0,39,17
14,0,0.0,69.16666666666667,65,0,33,18
15,0,0.0,73.30000000000001,69,0,29,17
16,0,0.0,67.10000000000001,63,0,35,17
17,0,0.0,69.16666666666667,65,0,33,16
18,0,0.0,65.03333333333333,61,0,37,23
19,0,0.0,69.16666666666667,65,0,33,11
20,0,0.0,66.06666666666668,62,0,36,14
21,0,0.0,80.53333333333335,76,0,22,17
22,0,0.0,78.46666666666667,74,0,24,25
23,0,0.0,62.966666666666676,59,0,39,17
24,0,0.0,72.26666666666668,68,0,30,19
25,0,0.0,73.30000000000001,69,0,29,27
26,0,0.0,74.33333333333334,70,0,28,29
27,0,0.0,64.0,60,0,38,24
28,0,0.0,72.26666666666668,68,0,30,17
29,0,0.0,78.46666666666667,74,0,24,32
30,0,0.0,73.30000000000001,69,0,29,30
31,0,0.0,69.16666666666667,65,0,33,20
32,35,0.35,79.50000000000001,75,32,22,19
33,0,0.0,69.16666666666667,65,0,33,14
34,0,0.0,64.0,60,0,38,18
35,0,0.0,67.10000000000001,63,0,35,25
36,0,0.0,67.10000000000001,63,0,35,14
37,0,0.0,68.13333333333334,64,0,34,13
38,0,0.0,71.23333333333333,67,0,31,24
39,0,0.0,70.2,66,0,32,22
40,0,0.0,56.76666666666667,53,0,45,16
41,0,0.0,64.0,60,0,38,14
42,0,0.0,70.2,66,0,32,21
43,0,0.0,69.16666666666667,65,0,33,24
44,39,0.39,75.36666666666667,71,36,26,11
45,0,0.0,65.03333333333333,61,0,37,19
46,0,0.0,70.2,66,0,32,24
47,0,0.0,68.13333333333334,64,0,34,29
48,0,0.0,65.03333333333333,61,0,37,19
49,0,0.0,77.43333333333334,73,0,25,32
50,0,0.0,76.4,72,0,26,23
51,0,0.0,73.30000000000001,69,0,29,15
52,0,0.0,72.26666666666668,68,0,30,25
53,0,0.0,71.23333333333333,67,0,31,27
54,0,0.0,65.03333333333333,61,0,37,17
55,0,0.0,74.33333333333334,70,0,28,16
56,0,0.0,83.63333333333334,79,0,19,26
57,0,0.0,77.43333333333334,73,0,25,30
58,0,0.0,68.13333333333334,64,0,34,11
59,0,0.0,60.900000000000006,57,0,41,19
60,0,0.0,64.0,60,0,38,16
61,45,0.45,75.36666666666667,71,42,26,9
62,0,0.0,78.46666666666667,74,0,24,21
63,0,0.0,64.0,60,0,38,15
64,0,0.0,78.46666666666667,74,0,24,25
65,0,0.0,65.03333333333333,61,0,37,18
66,0,0.0,71.23333333333333,67,0,31,24
67,0,0.0,71.23333333333333,67,0,31,15
68,0,0.0,69.16666666666667,65,0,33,20
69,0,0.0,72.26666666666668,68,0,30,22
70,0,0.0,59.866666666666674,56,0,42,13
71,38,0.38,75.36666666666667,71,35,26,13
72,0,0.0,68.13333333333334,64,0,34,18
73,0,0.0,67.10000000000001,63,0,35,15
74,0,0.0,72.26666666666668,68,0,30,16
75,0,0.0,59.866666666666674,56,0,42,13
76,0,0.0,56.76666666666667,53,0,45,9
77,36,0.36,78.46666666666667,74,33,23,13
78,36,0.36,72.26666666666668,68,33,29,11
79,0,0.0,73.30000000000001,69,0,29,23
80,0,0.0,73.30000000000001,69,0,29,14
81,0,0.0,67.10000000000001,63,0,35,16
82,0,0.0,70.2,66,0,32,23
83,0,0.0,68.13333333333334,64,0,34,26
84,38,0.38,68.13333333333334,64,35,33,12
85,0,0.0,69.16666666666667,65,0,33,22
86,34,0.34,77.43333333333334,73,31,24,14
87,0,0.0,65.03333333333333,61,0,37,22
88,0,0.0,67.10000000000001,63,0,35,23
89,0,0.0,64.0,60,0,38,15
90,0,0.0,71.23333333333333,67,0,31,16
91,0,0.0,76.4,72,0,26,29
92,0,0.0,66.06666666666668,62,0,36,11
93,0,0.0,74.33333333333334,70,0,28,17
94,0,0.0,75.36666666666667,71,0,27,31
95,0,0.0,77.43333333333334,73,0,25,26
96,0,0.0,72.26666666666668,68,0,30,22
97,0,0.0,83.63333333333334,79,0,19,17
98,0,0.0,69.16666666666667,65,0,33,22
99,0,0.0,62.966666666666676,59,0,39,14
