,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,16,0.032,196.70000000000002,177,13,320,10
1,0,0.0,181.3,163,0,335,8
2,0,0.0,178.0,160,0,338,9
3,0,0.0,194.50000000000003,175,0,323,11
4,0,0.0,186.8,168,0,330,10
5,0,0.0,183.50000000000003,165,0,333,8
6,0,0.0,190.10000000000002,171,0,327,8
7,0,0.0,200.00000000000003,180,0,318,11
8,0,0.0,197.8,178,0,320,10
9,0,0.0,176.9,159,0,339,9
10,0,0.0,171.4,154,0,344,9
11,0,0.0,184.60000000000002,166,0,332,9
12,0,0.0,189.00000000000003,170,0,328,11
13,0,0.0,184.60000000000002,166,0,332,10
14,13,0.026,187.9,169,10,328,9
15,0,0.0,183.50000000000003,165,0,333,9
16,0,0.0,193.4,174,0,324,9
17,0,0.0,190.10000000000002,171,0,327,10
18,0,0.0,179.10000000000002,161,0,337,9
19,0,0.0,185.70000000000002,167,0,331,11
20,0,0.0,200.00000000000003,180,0,318,11
21,0,0.0,187.9,169,0,329,11
22,0,0.0,181.3,163,0,335,8
23,0,0.0,168.10000000000002,151,0,347,9
24,0,0.0,196.70000000000002,177,0,321,8
25,0,0.0,195.60000000000002,176,0,322,10
26,0,0.0,203.3,183,0,315,9
27,0,0.0,202.20000000000002,182,0,316,10
28,0,0.0,175.8,158,0,340,9
29,0,0.0,186.8,168,0,330,10
30,0,0.0,187.9,169,0,329,12
31,16,0.032,195.60000000000002,176,13,321,12
32,14,0.028,184.60000000000002,166,11,331,12
33,0,0.0,189.00000000000003,170,0,328,10
34,0,0.0,179.10000000000002,161,0,337,9
35,0,0.0,175.8,158,0,340,8
36,0,0.0,191.20000000000002,172,0,326,10
37,0,0.0,178.0,160,0,338,9
38,0,0.0,183.50000000000003,165,0,333,7
39,0,0.0,198.9,179,0,319,10
40,0,0.0,190.10000000000002,171,0,327,11
41,0,0.0,172.5,155,0,343,9
42,0,0.0,164.8,148,0,350,11
43,0,0.0,176.9,159,0,339,10
44,13,0.026,170.3,153,10,344,9
45,0,0.0,185.70000000000002,167,0,331,10
46,0,0.0,195.60000000000002,176,0,322,10
47,0,0.0,183.50000000000003,165,0,333,12
48,0,0.0,185.70000000000002,167,0,331,9
49,0,0.0,182.4,164,0,334,10
50,0,0.0,178.0,160,0,338,12
51,0,0.0,163.70000000000002,147,0,351,7
52,0,0.0,179.10000000000002,161,0,337,11
53,13,0.026,193.4,174,10,323,9
54,0,0.0,198.9,179,0,319,11
55,0,0.0,190.10000000000002,171,0,327,10
56,0,0.0,168.10000000000002,151,0,347,10
57,0,0.0,194.50000000000003,175,0,323,10
58,0,0.0,185.70000000000002,167,0,331,8
59,0,0.0,190.10000000000002,171,0,327,9
60,0,0.0,186.8,168,0,330,9
61,0,0.0,178.0,160,0,338,10
62,0,0.0,169.20000000000002,152,0,346,9
63,0,0.0,174.70000000000002,157,0,341,8
64,0,0.0,186.8,168,0,330,9
65,0,0.0,185.70000000000002,167,0,331,9
66,0,0.0,173.60000000000002,156,0,342,7
67,0,0.0,190.10000000000002,171,0,327,12
68,0,0.0,189.00000000000003,170,0,328,8
69,14,0.028,178.0,160,11,337,10
70,0,0.0,194.50000000000003,175,0,323,12
71,0,0.0,184.60000000000002,166,0,332,10
72,0,0.0,187.9,169,0,329,10
73,0,0.0,182.4,164,0,334,11
74,0,0.0,181.3,163,0,335,9
75,14,0.028,196.70000000000002,177,11,320,11
76,0,0.0,187.9,169,0,329,10
77,0,0.0,215.4,194,0,304,10
78,0,0.0,198.9,179,0,319,8
79,0,0.0,204.4,184,0,314,10
80,0,0.0,193.4,174,0,324,10
81,0,0.0,180.20000000000002,162,0,336,9
82,0,0.0,181.3,163,0,335,9
83,0,0.0,193.4,174,0,324,11
84,0,0.0,198.9,179,0,319,12
85,0,0.0,202.20000000000002,182,0,316,9
86,0,0.0,183.50000000000003,165,0,333,11
87,0,0.0,169.20000000000002,152,0,346,8
88,0,0.0,206.60000000000002,186,0,312,8
89,14,0.028,200.00000000000003,180,11,317,9
90,0,0.0,176.9,159,0,339,8
91,0,0.0,191.20000000000002,172,0,326,10
92,0,0.0,189.00000000000003,170,0,328,9
93,0,0.0,182.4,164,0,334,9
94,0,0.0,186.8,168,0,330,9
95,0,0.0,171.4,154,0,344,9
96,0,0.0,173.60000000000002,156,0,342,11
97,0,0.0,175.8,158,0,340,8
98,0,0.0,181.3,163,0,335,8
99,0,0.0,176.9,159,0,339,11
