,kernel_size,kernel_size_n,kernel_size_theoric,nc_diag_prekernel,nc_diag_postkernel,removed_instances,max_removed
0,0,0.0,34.06666666666667,26,0,22,7
1,8,0.16,32.833333333333336,25,5,22,7
2,20,0.4,34.06666666666667,26,16,20,7
3,14,0.28,34.06666666666667,26,11,21,7
4,0,0.0,29.133333333333333,22,0,26,7
5,0,0.0,30.366666666666667,23,0,25,7
6,22,0.44,40.233333333333334,31,17,14,7
7,16,0.32,32.833333333333336,25,12,21,7
8,17,0.34,31.6,24,13,22,7
9,20,0.4,39.0,30,16,16,7
10,19,0.38,29.133333333333333,22,15,24,6
11,8,0.16,30.366666666666667,23,5,24,7
12,17,0.34,34.06666666666667,26,13,20,6
13,12,0.24,32.833333333333336,25,9,22,7
14,10,0.2,27.900000000000002,21,7,26,7
15,8,0.16,22.96666666666667,17,5,30,6
16,16,0.32,34.06666666666667,26,12,20,7
17,15,0.3,32.833333333333336,25,12,22,6
18,16,0.32,31.6,24,12,22,7
19,10,0.2,30.366666666666667,23,7,24,6
20,20,0.4,35.300000000000004,27,16,19,6
21,0,0.0,27.900000000000002,21,0,27,7
22,10,0.2,29.133333333333333,22,7,25,6
23,8,0.16,30.366666666666667,23,5,24,7
24,14,0.28,30.366666666666667,23,11,24,7
25,17,0.34,27.900000000000002,21,13,25,5
26,8,0.16,34.06666666666667,26,5,21,7
27,0,0.0,27.900000000000002,21,0,27,7
28,8,0.16,34.06666666666667,26,5,21,7
29,15,0.3,31.6,24,11,22,6
30,20,0.4,41.46666666666667,32,16,14,7
31,16,0.32,36.53333333333333,28,13,19,6
32,15,0.3,32.833333333333336,25,12,22,7
33,22,0.44,35.300000000000004,27,18,19,7
34,12,0.24,31.6,24,9,23,7
35,18,0.36,34.06666666666667,26,14,20,7
36,11,0.22,32.833333333333336,25,8,22,6
37,15,0.3,30.366666666666667,23,11,23,6
38,0,0.0,29.133333333333333,22,0,26,7
39,8,0.16,35.300000000000004,27,5,20,7
40,8,0.16,26.666666666666668,20,5,27,7
41,17,0.34,34.06666666666667,26,13,20,7
42,14,0.28,36.53333333333333,28,11,19,7
43,21,0.42,37.766666666666666,29,17,17,7
44,20,0.4,29.133333333333333,22,16,24,5
45,25,0.5,37.766666666666666,29,20,16,5
46,17,0.34,36.53333333333333,28,13,18,6
47,16,0.32,29.133333333333333,22,12,24,6
48,0,0.0,29.133333333333333,22,0,26,7
49,10,0.2,31.6,24,7,23,7
50,17,0.34,37.766666666666666,29,13,17,7
51,13,0.26,32.833333333333336,25,10,22,6
52,12,0.24,31.6,24,9,23,7
53,8,0.16,25.433333333333334,19,5,28,6
54,18,0.36,39.0,30,14,16,6
55,14,0.28,31.6,24,10,22,7
56,17,0.34,32.833333333333336,25,13,21,5
57,15,0.3,36.53333333333333,28,11,18,7
58,8,0.16,27.900000000000002,21,5,26,7
59,11,0.22,34.06666666666667,26,8,21,7
60,15,0.3,31.6,24,11,22,6
61,27,0.54,32.833333333333336,25,22,20,4
62,15,0.3,32.833333333333336,25,11,21,7
63,0,0.0,19.266666666666666,14,0,34,6
64,10,0.2,29.133333333333333,22,7,25,7
65,0,0.0,34.06666666666667,26,0,22,7
66,25,0.5,35.300000000000004,27,21,19,5
67,22,0.44,36.53333333333333,28,17,17,7
68,24,0.48,40.233333333333334,31,19,14,6
69,24,0.48,41.46666666666667,32,20,14,7
70,0,0.0,29.133333333333333,22,0,26,7
71,18,0.36,32.833333333333336,25,14,21,5
72,10,0.2,29.133333333333333,22,7,25,7
73,0,0.0,22.96666666666667,17,0,31,7
74,8,0.16,37.766666666666666,29,5,18,7
75,10,0.2,29.133333333333333,22,7,25,6
76,14,0.28,32.833333333333336,25,10,21,6
77,22,0.44,41.46666666666667,32,19,15,5
78,21,0.42,34.06666666666667,26,17,20,7
79,28,0.56,37.766666666666666,29,23,16,5
80,20,0.4,36.53333333333333,28,16,18,6
81,10,0.2,32.833333333333336,25,7,22,7
82,25,0.5,32.833333333333336,25,20,20,6
83,13,0.26,35.300000000000004,27,10,20,7
84,0,0.0,31.6,24,0,24,7
85,9,0.18,32.833333333333336,25,6,22,6
86,22,0.44,32.833333333333336,25,18,21,4
87,13,0.26,30.366666666666667,23,10,24,6
88,24,0.48,39.0,30,20,16,7
89,8,0.16,34.06666666666667,26,5,21,7
90,9,0.18,30.366666666666667,23,6,24,7
91,0,0.0,30.366666666666667,23,0,25,7
92,26,0.52,34.06666666666667,26,21,19,4
93,15,0.3,40.233333333333334,31,11,15,7
94,15,0.3,36.53333333333333,28,12,19,7
95,14,0.28,34.06666666666667,26,11,21,7
96,9,0.18,22.96666666666667,17,6,30,7
97,8,0.16,26.666666666666668,20,5,27,7
98,19,0.38,37.766666666666666,29,15,17,7
99,27,0.54,37.766666666666666,29,22,16,5
